segment,anomaly,Signal_Health,train,channel,sampling,duration,Duration_Category,len,mean,var,Variance_Level,std,kurtosis,skew,n_peaks,Engineering_Priority,Peak_Complexity,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1898,0,Healthy,1,CADC0872,5,85,Short,18,2.418256666666667E-6,4.748449435604333E-10,Low,2.1790937188667065E-5,-1.477960424357837,0.00492473336657633,1,Low,Simple,1,2,1,4,6.191885452956608E-11,8.629514265210936E-12,425,90,5.58641110071098E-12,2.6380274642246292E-11
1899,0,Healthy,1,CADC0872,5,100,Short,21,-3.823205761904762E-6,4.468048369059525E-10,Low,2.1137758559174443E-5,-1.441352643515746,0.1278169882050807,1,Low,Simple,1,2,1,6,4.95051043796561E-11,1.5250947395968512E-11,500,105,4.4680483690595245E-12,2.1276420805045357E-11
1900,0,Healthy,1,CADC0872,5,95,Short,20,1.760690499999999E-6,5.951709690494247E-10,Low,2.439612610742584E-5,-1.4901711199354246,0.13313327677311654,1,Low,Simple,1,2,1,5,6.883549423650748E-11,1.719543187990989E-11,475,100,6.2649575689413126E-12,2.975854845247124E-11
1901,0,Healthy,1,CADC0872,5,90,Short,19,1.2739657894736836E-6,5.749122569927928E-10,Low,2.397732797858829E-5,-1.269517984905834,-0.05518900024279975,1,Low,Simple,1,2,3,5,7.14846354356889E-11,2.2018130170342556E-11,450,95,6.387913966586587E-12,3.0258539841725935E-11
1902,0,Healthy,1,CADC0872,5,85,Short,18,7.033657222222221E-6,6.028002577675312E-10,Low,2.455199091250099E-5,-1.0956803977864273,-0.20455856324470004,1,Low,Simple,1,2,2,3,7.328171127666783E-11,1.3925127649781244E-11,425,90,7.091767738441544E-12,3.3488903209307287E-11
1903,0,Healthy,1,CADC0872,5,100,Short,21,4.259462857142858E-6,5.912179845724205E-10,Low,2.431497449253074E-5,-1.2509562757985204,0.08874066937189393,1,Low,Simple,1,2,1,4,6.3119591944975E-11,1.064181379881662E-11,500,105,5.912179845724205E-12,2.815323736059145E-11
1904,0,Healthy,0,CADC0872,5,95,Short,20,8.530288E-6,5.780828009999261E-10,Low,2.404335253245533E-5,-1.0300348124896477,-0.1727385379177769,1,Low,Simple,1,2,2,6,6.33256773630338E-11,1.650029224501637E-11,475,100,6.085082115788696E-12,2.8904140049996306E-11
1905,0,Healthy,1,CADC0872,5,85,Short,18,1.1652245000000001E-5,5.07005740791236E-10,Low,2.2516787976779373E-5,-1.147221846429804,-0.14246457241106855,1,Low,Simple,1,2,1,4,6.903736471271764E-11,9.542266843399999E-12,425,90,5.964773421073365E-12,2.8166985599513113E-11
1906,0,Healthy,0,CADC0872,5,100,Short,21,8.353535714285715E-6,5.792091223754245E-10,Low,2.4066763853402154E-5,-0.9637559949577068,-0.3436828362807113,1,Low,Simple,1,1,3,6,4.9417228958484004E-11,1.230277574664543E-11,500,105,5.792091223754245E-12,2.758138677978212E-11
1907,0,Healthy,1,CADC0872,5,90,Short,19,9.902769947368421E-6,5.068052595453592E-10,Low,2.2512335719452994E-5,-1.018389186946398,-0.23174452097253426,1,Low,Simple,1,1,1,5,5.609869501188988E-11,1.5236684150953743E-11,450,95,5.631169550503991E-12,2.6673961028703118E-11
1908,0,Healthy,1,CADC0872,5,95,Short,20,1.3116469999999998E-5,4.909917574505999E-10,Low,2.2158333814856206E-5,-0.7153421208656825,-0.5061756727527479,1,Low,Simple,1,1,1,5,4.7130930237961215E-11,1.0624361648302479E-11,475,100,5.1683342889536836E-12,2.4549587872529997E-11
1909,0,Healthy,1,CADC0872,5,90,Short,19,9.711220157894737E-6,4.935068662245718E-10,Low,2.2215014432238658E-5,-0.9932461496794409,-0.22798079704783616,1,Low,Simple,1,1,1,4,5.290494223303376E-11,8.763903469926888E-12,450,95,5.483409624717464E-12,2.5974045590766937E-11
1910,0,Healthy,1,CADC0872,5,100,Short,21,1.2778189047619046E-5,4.670065313402657E-10,Low,2.1610333901637562E-5,-0.919250724725444,-0.4101995289257754,1,Low,Simple,1,1,1,6,4.268950327468899E-11,5.663162029655956E-12,500,105,4.670065313402657E-12,2.2238406254298368E-11
1911,0,Healthy,1,CADC0872,5,85,Short,18,9.518507888888888E-6,5.028077251901002E-10,Low,2.2423374527267305E-5,-1.131622034296982,-0.2776706714722084,1,Low,Simple,1,1,2,5,5.798409729266912E-11,1.4225510377655252E-11,425,90,5.915385002236473E-12,2.7933762510561124E-11
1912,0,Healthy,1,CADC0872,5,100,Short,21,1.246996519047619E-5,5.060565357115816E-10,Low,2.2495700382774964E-5,-1.1075575167441696,-0.37846649790813447,1,Low,Simple,1,1,2,5,4.84507541850931E-11,8.726981100921473E-12,500,105,5.060565357115816E-12,2.4097930271980075E-11
1913,0,Healthy,0,CADC0872,5,85,Short,18,7.385436111111113E-6,4.995864630750237E-10,Low,2.2351430895471183E-5,-1.287717127277718,-0.09179079877413501,1,Low,Simple,1,2,1,5,6.004024529115846E-11,1.2087099927137104E-11,425,90,5.877487800882632E-12,2.7754803504167987E-11
1914,0,Healthy,0,CADC0872,5,100,Short,21,1.3459552523809523E-5,6.101171962563665E-10,Low,2.470055052537021E-5,-1.1789215869449523,-0.3538438865135973,1,Low,Simple,1,1,2,5,5.60113898546979E-11,5.3145433592047265E-12,500,105,6.101171962563665E-12,2.9053199821731736E-11
1915,0,Healthy,0,CADC0872,5,85,Short,18,1.0562101666666667E-5,5.436743106375695E-10,Low,2.3316824625955602E-5,-1.3873597245305347,-0.050705363138336,1,Low,Simple,1,2,1,4,7.070359480338686E-11,1.8131534010062503E-11,425,90,6.3961683604419945E-12,3.020412836875386E-11
1916,0,Healthy,1,CADC0872,5,100,Short,21,1.0243899523809524E-5,4.776446928036712E-10,Low,2.185508391207115E-5,-1.3954485410420856,-0.26679080797546234,1,Low,Simple,1,1,1,4,4.656314161304E-11,6.491852794130188E-12,500,105,4.776446928036712E-12,2.2744985371603393E-11
1917,0,Healthy,0,CADC0872,5,85,Short,18,8.034340000000001E-6,5.213893805610778E-10,Low,2.283395236399248E-5,-1.4764302395880946,0.026365545668947474,1,Low,Simple,1,2,2,4,7.119721234544082E-11,2.659003361823593E-11,425,90,6.133992712483268E-12,2.8966076697837654E-11
1918,0,Healthy,0,CADC0872,5,100,Short,21,3.800610476190477E-6,3.5564612629814744E-10,Low,1.8858582298204376E-5,-1.4352981393538207,-0.2045576920710034,1,Low,Simple,1,2,3,7,3.838867869117E-11,1.4477084703833797E-11,500,105,3.5564612629814743E-12,1.6935529823721307E-11
1919,0,Healthy,1,CADC0872,5,90,Short,19,3.6493026315789464E-6,4.393609920426299E-10,Low,2.096093967460977E-5,-1.491031032658101,0.05631690910987742,1,Low,Simple,1,2,2,6,5.254960148168765E-11,1.2928931550108653E-11,450,95,4.8817888004736656E-12,2.3124262739085785E-11
1920,0,Healthy,1,CADC0872,5,90,Short,19,1.6760505263157896E-6,2.116518790872787E-10,Low,1.4548260345734768E-5,-1.4558089950421624,-0.21676164750789562,1,Low,Simple,1,2,3,4,2.840800151101358E-11,9.5588581818263E-12,450,95,2.3516875454142075E-12,1.1139572583540983E-11
1921,0,Healthy,0,CADC0872,5,95,Short,20,7.509934999999998E-7,3.226818213715228E-10,Low,1.7963346608344525E-5,-1.519240289496465,0.13850447513843284,1,Low,Simple,1,2,1,6,3.525002418235623E-11,7.829190384339503E-12,475,100,3.3966507512791873E-12,1.613409106857614E-11
1922,0,Healthy,1,CADC0872,5,95,Short,20,-2.4234671000000003E-6,1.5826811042271382E-10,Low,1.2580465429494802E-5,-1.5172810461992996,-0.049091376349021464,1,Low,Simple,1,2,1,6,1.8024267248981255E-11,4.488853894119114E-12,475,100,1.665980109712777E-12,7.91340552113569E-12
1923,0,Healthy,0,CADC0872,5,95,Short,20,-4.10145635E-7,2.098824291479419E-10,Low,1.4487319598460646E-5,-1.5656047217867588,0.08147491987926728,1,Low,Simple,1,2,3,6,2.483317388742372E-11,1.2475265937971985E-11,475,100,2.2092887278730728E-12,1.0494121457397095E-11
1924,0,Healthy,1,CADC0872,5,85,Short,18,-2.104187E-6,8.936024973070089E-11,Low,9.45305504748073E-6,-1.3351325142085286,-0.14938729504471682,1,Low,Simple,1,1,2,7,1.3683963374975543E-11,3.822718762998939E-12,425,90,1.0512970556553045E-12,4.964458318372272E-12
1925,0,Healthy,1,CADC0872,5,95,Short,20,-5.861354499999996E-7,1.6723416291987032E-10,Low,1.2931904844989787E-5,-1.5194456893816985,0.04852340359768681,1,Low,Simple,1,2,3,6,1.889502635840027E-11,6.2323704576391E-12,475,100,1.7603596096828455E-12,8.361708145993516E-12
1926,0,Healthy,1,CADC0872,5,95,Short,20,-2.5906568E-6,1.0186682253974057E-10,Low,1.0092909518059724E-5,-1.4110634745213542,0.13508980331683176,1,Low,Simple,1,1,4,5,1.2788748746570548E-11,5.07935036999595E-12,475,100,1.0722823425235849E-12,5.0933411269870284E-12
1927,0,Healthy,1,CADC0872,5,95,Short,20,1.3877605000000026E-7,1.7022034746645344E-10,Low,1.3046852013664194E-5,-1.5321270887373009,0.11346572740575729,1,Low,Simple,1,2,3,5,1.9667314591619164E-11,7.811295669332432E-12,475,100,1.7917931312258257E-12,8.511017373322672E-12
1928,0,Healthy,1,CADC0872,5,90,Short,19,-1.450146842105263E-6,1.1930001492599004E-10,Low,1.0922454620001405E-5,-1.4238548915980114,-0.08031114130706159,1,Low,Simple,1,2,2,5,1.61020516920321E-11,6.282862801570245E-12,450,95,1.3255557213998893E-12,6.278948153999476E-12
1929,0,Healthy,0,CADC0872,5,95,Short,20,1.296451E-6,1.9941598840554898E-10,Low,1.4121472600460229E-5,-1.46645878435137,-1.2592098264856816E-4,1,Low,Simple,1,2,3,6,2.5049129702844876E-11,1.771783490357778E-11,475,100,2.0991156674268315E-12,9.970799420277449E-12
1930,0,Healthy,1,CADC0872,5,95,Short,20,-5.73913E-7,1.76221864449131E-10,Low,1.3274858358910314E-5,-1.3682216776415947,0.11591707696062449,1,Low,Simple,1,2,4,6,2.364292378312465E-11,1.3314442074988885E-11,475,100,1.854966994201379E-12,8.81109322245655E-12
1931,0,Healthy,1,CADC0872,5,100,Short,21,2.338985285714285E-6,2.644591488501578E-10,Low,1.6262200000312313E-5,-1.4031743646510488,0.1353215435878772,1,Low,Simple,1,2,2,5,2.7199047106159093E-11,6.811187105467351E-12,500,105,2.644591488501578E-12,1.2593292802388467E-11
1932,0,Healthy,1,CADC0872,5,90,Short,19,3.4800298421052635E-6,2.9653047027037834E-10,Low,1.72200601122754E-5,-1.3947400535506664,-0.036241007365117046,1,Low,Simple,1,2,2,7,3.617440127686433E-11,9.378469136187676E-12,450,95,3.2947830030042036E-12,1.5606866856335703E-11
1933,0,Healthy,1,CADC0872,5,100,Short,21,5.817436857142859E-6,3.6741362424075945E-10,Low,1.9168036525444107E-5,-1.2792908096381477,-0.06256572538204894,1,Low,Simple,1,2,2,8,3.60989082514676E-11,1.0066539536908988E-11,500,105,3.6741362424075945E-12,1.7495886868607593E-11
1934,0,Healthy,1,CADC0872,5,90,Short,19,6.916547894736842E-6,4.422864564638271E-10,Low,2.1030607610428833E-5,-1.3347213423395736,-0.01701980309847641,1,Low,Simple,1,2,2,3,5.389470024851358E-11,1.1904029199900352E-11,450,95,4.91429396070919E-12,2.327823455072774E-11
1935,0,Healthy,1,CADC0872,5,105,Short,22,8.06535909090909E-6,4.8049223919449E-10,Low,2.192013319290031E-5,-1.2380398970264515,-0.05715652228141078,1,Low,Simple,1,1,1,4,4.2735492811494335E-11,7.363626725240002E-12,525,110,4.576116563757048E-12,2.1840556327022272E-11
1936,0,Healthy,1,CADC0872,5,470,Long,95,-3.371988936842105E-6,4.754203014681177E-10,Low,2.1804134962619307E-5,-1.461748355801599,-0.06227674075543877,1,Medium,Simple,1,1,18,32,2.4067496949856007E-12,7.660461251282932E-13,2350,475,1.011532556315144E-12,5.004424225980186E-12
1937,0,Healthy,1,CADC0872,5,660,Long,133,-1.3066504887218046E-5,2.8590671448698563E-10,Low,1.690877625634054E-5,-1.4884998485671477,-0.12369352526979284,1,Medium,Simple,1,1,35,43,9.273222119152855E-13,7.6280613158393E-13,3300,665,4.331919916469479E-13,2.1496745450149297E-12
1938,0,Healthy,0,CADC0872,5,610,Long,123,-1.75161935796748E-5,1.4661455260920714E-10,Low,1.210844963689436E-5,-1.272961138311596,-0.13917274438144317,1,Medium,Simple,1,1,38,41,5.412228748145817E-13,7.807246539165029E-13,3050,615,2.4035172558886416E-13,1.1919882325951799E-12
1939,1,Anomalous,1,CADC0872,5,480,Long,97,5.594184948453608E-6,2.714402116090003E-10,Low,1.6475442683248312E-5,-1.3550270276375522,-0.014732799915727167,3,High,Moderate,1,1,2,3,3.3615031170676955E-11,8.070916509977308E-11,2400,485,5.655004408520839E-13,2.798352697000003E-12
1940,0,Healthy,1,CADC0872,5,505,Long,102,-1.8906311595098036E-5,2.592045027317542E-10,Low,1.60998292764785E-5,-1.197062233772582,-0.28059236953028877,1,Medium,Simple,1,1,26,34,1.0617379457259987E-12,7.102072238555671E-13,2525,510,5.132762430331766E-13,2.5412206150171977E-12
1941,0,Healthy,1,CADC0872,5,435,Long,88,5.721893681818181E-6,7.263857160327436E-10,Low,2.6951543852490965E-5,-0.6689597049968219,-0.802144490843386,1,Medium,Simple,1,1,21,29,2.3676739819081084E-12,8.251158745518255E-13,2175,440,1.6698522207649278E-12,8.254383136735723E-12
1942,1,Anomalous,1,CADC0872,5,525,Long,106,1.1027805310377358E-5,1.9878360408307623E-10,Low,1.4099063943506187E-5,-1.1815836891205838,-0.009460071206050486,2,High,Moderate,2,1,1,3,1.0458552265969379E-11,1.9796667552918124E-11,2625,530,3.7863543634871664E-13,1.8753170196516626E-12
1943,0,Healthy,1,CADC0872,5,600,Long,121,4.668614305785124E-6,1.0254125349663293E-9,Low,3.202206325280008E-5,-1.406495380737641,-0.06838222235125203,1,Medium,Simple,1,1,28,38,2.9486454537525167E-12,8.327823181977508E-13,3000,605,1.7090208916105489E-12,8.474483760052309E-12
1944,0,Healthy,1,CADC0872,5,490,Long,99,2.8195648585858582E-6,4.4133583722624206E-10,Low,2.100799460268024E-5,-1.4284441722586965,-0.09497423618872952,1,Medium,Simple,1,1,21,34,2.226390708168013E-12,1.0128287897997272E-12,2450,495,9.006853820943715E-13,4.457937749760021E-12
1945,1,Anomalous,1,CADC0872,5,401,Long,81,-1.8879913172839506E-5,2.901333194412552E-10,Low,1.7033300309724338E-5,-1.2821003078542097,-0.2098005535002576,3,High,Moderate,1,1,19,20,7.961135874124427E-12,1.9613949485405977E-11,2011,405,7.235244873846763E-13,3.5818928326080884E-12
1946,1,Anomalous,1,CADC0872,5,423,Long,61,3.2986824590163933E-6,3.534453680038939E-10,Low,1.8800142765518933E-5,-1.454176304818026,0.07877134759038192,2,High,Moderate,1,1,6,7,2.3213769421795554E-11,5.3013444094768865E-11,17617,305,8.355682458720897E-13,5.794186360719572E-12
1947,1,Anomalous,1,CADC0872,5,346,Long,70,-1.0565160971428572E-5,2.6745137779327707E-10,Low,1.6353940742013132E-5,-1.000596273947046,-0.32542171827257094,3,High,Moderate,1,1,3,3,4.1912034935684154E-11,8.022784782124378E-11,1736,350,7.729808606742111E-13,3.820733968475387E-12
1948,1,Anomalous,1,CADC0872,5,705,Long,134,-4.6737670373134325E-6,4.252755461046554E-10,Low,2.0622210019894945E-5,-0.9653486898338342,-0.47395610266326915,2,High,Moderate,2,1,5,6,7.019435190200691E-11,2.0357665359354049E-10,5325,670,6.032277249711424E-13,3.1736981052586224E-12
1949,1,Anomalous,0,CADC0872,5,640,Long,129,-2.807474093023256E-6,3.5142935565885103E-10,Low,1.874644914800803E-5,-0.9442069525187096,-0.3798738790315798,2,High,Moderate,1,1,2,2,1.9081822982206188E-11,5.139625530635001E-11,3200,645,5.491083682169547E-13,2.7242585709988453E-12
1950,1,Anomalous,1,CADC0872,5,475,Long,96,1.066272046875E-5,3.421667764955438E-10,Low,1.8497750579341907E-5,-0.26821159557956165,-0.7112639414741366,2,High,Moderate,2,1,2,3,1.8004328840821903E-11,3.51660027996459E-11,2375,480,7.203511084116712E-13,3.5642372551619146E-12
1951,1,Anomalous,1,CADC0872,5,824,Long,142,3.5545548450704213E-6,4.681177823633438E-10,Low,2.1636029727363194E-5,-0.9360550922389606,-0.6065381011369992,1,High,Simple,1,1,2,1,2.492768171223371E-12,4.8055278310434534E-12,19176,710,5.681041048098832E-13,3.2966041011503084E-12
1952,1,Anomalous,1,CADC0872,5,465,Long,80,7.5355451375E-6,5.721083777223378E-10,Low,2.3918787128998364E-5,-0.7158860598449315,-0.5747516098498767,1,High,Simple,1,1,4,8,3.738736094511428E-12,2.9474576580496923E-12,7575,400,1.2303405972523394E-12,7.151354721529223E-12
1953,1,Anomalous,0,CADC0872,5,605,Long,122,-3.3664686344262293E-6,3.294798068618671E-10,Low,1.8151578632776465E-5,-1.429715017736493,0.08629267539800871,2,High,Moderate,1,1,1,4,8.100688738421924E-12,1.51111607598007E-11,3025,610,5.445947220857307E-13,2.700654154605468E-12
1954,0,Healthy,0,CADC0872,5,575,Long,116,-5.578325698275862E-6,1.492508120985728E-10,Low,1.2216824959807389E-5,-1.1037556764933858,-0.37473771362639363,1,Medium,Simple,1,1,33,40,5.520552541265807E-13,5.629447496103431E-13,2875,580,2.5956662973664833E-13,1.2866449318842483E-12
1955,1,Anomalous,0,CADC0872,5,591,Long,119,4.045802890756302E-6,1.4561930133945782E-10,Low,1.2067282268160376E-5,-1.423918677194929,-0.10422247492773025,2,High,Moderate,1,1,5,19,2.043707315684421E-12,3.418633166566374E-12,2961,595,2.463947569195564E-13,1.2236916078946036E-12
1956,1,Anomalous,0,CADC0872,5,655,Long,132,2.6004598484848484E-6,7.697854347756863E-10,Low,2.774500738467529E-5,-1.3696694097197206,-0.15346811716160202,1,High,Simple,1,1,3,7,4.642380293655276E-12,6.277249351321537E-12,3275,660,1.175244938588834E-12,5.831707839209745E-12
1957,1,Anomalous,0,CADC0872,5,310,Medium,63,-6.07490226984127E-6,5.460767794198672E-10,Low,2.3368285761259152E-5,-1.3335079508801628,0.009675798805272712,2,High,Moderate,1,1,1,3,2.207857849032967E-11,3.4627432366367055E-11,1550,315,1.7615379981286039E-12,8.66788538761694E-12
1958,0,Healthy,1,CADC0872,5,275,Medium,56,3.6441684285714283E-6,3.7005108472624587E-10,Low,1.923671190006873E-5,-1.071708911206779,-0.328652036609431,1,Low,Simple,1,1,9,17,4.720148424637236E-12,6.774390749491142E-13,1375,280,1.3456403080954396E-12,6.608055084397248E-12
1959,0,Healthy,1,CADC0872,5,225,Medium,46,-6.101513195652173E-6,7.413076547419031E-11,Low,8.609922501055995E-6,-1.5077952105771202,0.022436345144368673,1,Low,Simple,1,1,7,15,1.6956805246364693E-12,6.78893437368492E-13,1125,230,3.294700687741792E-13,1.6115383798737024E-12
1960,0,Healthy,0,CADC0872,5,271,Medium,55,3.000976127272727E-6,2.4015799631588883E-10,Low,1.5497031855032397E-5,-1.4986225114230372,-0.01194379196621312,1,Low,Simple,1,1,7,17,3.4512991680783586E-12,8.260672267208837E-13,1361,275,8.86191868324313E-13,4.366509023925251E-12
1961,1,Anomalous,1,CADC0872,5,281,Medium,57,4.732425087719299E-7,2.762628523936228E-10,Low,1.662115677062288E-5,-1.2987933921195367,-0.13305575225330704,2,High,Moderate,1,1,1,2,2.089740205691867E-11,5.402411423256301E-11,1433,285,9.831418234648498E-13,4.846716708660049E-12
1962,0,Healthy,0,CADC0872,5,250,Medium,51,-1.4710129803921567E-5,2.6707629585220366E-10,Low,1.634246908677522E-5,-1.1195103832864548,-0.5294902028210347,1,Low,Simple,1,1,10,16,2.4823652879945205E-12,9.2274385189249E-13,1272,255,1.0683051834088147E-12,5.236790114749091E-12
1963,1,Anomalous,1,CADC0872,5,301,Medium,61,3.6510623114754106E-6,4.3592780576421873E-10,Low,2.0878884207835885E-5,-1.238481956695033,0.0031113877726803786,2,High,Moderate,1,1,1,2,3.621849509045718E-11,6.719709321399073E-11,1533,305,1.4482651354292982E-12,7.146357471544569E-12
1964,0,Healthy,0,CADC0872,5,270,Medium,55,-2.686129418181818E-6,3.0454919081692813E-10,Low,1.745133779447662E-5,-1.4859578062371668,-0.038519076375588865,1,Low,Simple,1,1,11,18,4.487389873119406E-12,1.1182511597285977E-12,1370,275,1.1279599659886227E-12,5.537258014853239E-12
1965,0,Healthy,1,CADC0872,5,206,Medium,42,-8.6837375E-6,8.319143179523986E-11,Low,9.120933712906803E-6,-1.064682516427942,-0.30413627100614177,1,Low,Simple,1,1,11,14,2.08100193844936E-12,8.844123915160505E-13,1040,210,4.0384190191864014E-13,1.9807483760771397E-12
1966,0,Healthy,1,CADC0872,5,260,Medium,53,4.997050716981133E-6,2.1421800815149839E-10,Low,1.463618830677914E-5,-1.4726779020939353,0.051823121469388174,1,Low,Simple,1,1,13,18,3.5661364837929174E-12,1.3651420248575435E-12,1300,265,8.239154159673015E-13,4.04184921040563E-12
1967,1,Anomalous,0,CADC0872,5,236,Medium,48,-6.203774458333334E-6,1.6979610868082967E-10,Low,1.3030583589418766E-5,-0.8855683505533354,-0.41100099942511736,2,High,Moderate,1,1,2,5,8.548472191215388E-12,1.2540580933822212E-11,1186,240,7.194750367831766E-13,3.537418930850618E-12
1968,0,Healthy,0,CADC0872,5,276,Medium,56,-1.724191607142857E-6,5.220901717759885E-10,Low,2.2849292588086583E-5,-1.449117211613929,-0.05634024403331301,1,Low,Simple,1,1,10,17,7.2432008892833115E-12,1.8802414724664626E-12,1386,280,1.8916310571593785E-12,9.32303878171408E-12
1969,1,Anomalous,1,CADC0872,5,335,Long,58,-1.061743655172414E-6,8.260075669951462E-10,Low,2.8740347370815583E-5,-1.1000298470215821,0.47473062602830374,2,High,Moderate,1,1,2,4,1.5052434726494176E-10,3.6486890376640956E-10,4425,290,2.4656942298362574E-12,1.4241509775778384E-11
1970,0,Healthy,1,CADC0872,5,220,Medium,45,3.7425108E-6,4.544568536872279E-10,Low,2.1317993659986577E-5,-1.475077703713269,-0.12854914452104133,1,Low,Simple,1,1,3,16,9.570658742695323E-12,1.2826818148379587E-12,1100,225,2.0657129713055814E-12,1.009904119304951E-11
1971,0,Healthy,1,CADC0872,5,205,Medium,42,1.5397443357142858E-6,3.799379292805069E-10,Low,1.9491996544235967E-5,-1.49266275646847,-0.018997530697311558,1,Low,Simple,1,1,3,14,9.216890176863288E-12,1.394077217083911E-12,1025,210,1.8533557525878386E-12,9.046141173345403E-12
1972,1,Anomalous,1,CADC0872,5,201,Medium,32,4.21977765625E-6,1.7340883226624216E-10,Low,1.3168478737737407E-5,-1.1294459147313782,-0.41977267619702496,1,High,Simple,1,1,1,3,1.3288490116553121E-11,1.4878218612177883E-11,3261,160,8.627305087872744E-13,5.419026008320068E-12
1973,0,Healthy,0,CADC0872,5,205,Medium,42,3.5078240476190675E-8,2.2763796865875076E-10,Low,1.5087676052286872E-5,-1.4874123768358845,0.061505097853378765,1,Low,Simple,1,1,8,12,5.635763064996785E-12,1.1151391985671317E-12,1025,210,1.1104291154085403E-12,5.419951634732161E-12
1974,1,Anomalous,1,CADC0872,5,186,Medium,38,2.734507631578949E-8,2.4455471666385825E-10,Low,1.5638245319212073E-5,-1.0291234720236466,-0.28316469771218783,2,High,Moderate,1,1,2,2,3.240600932085093E-11,5.588526460072602E-11,936,190,1.3148103046443991E-12,6.435650438522585E-12
1975,0,Healthy,0,CADC0872,5,186,Medium,38,1.521575657894737E-6,2.0256565079762919E-10,Low,1.423255601772321E-5,-1.3515493114944666,-0.0676358028514511,1,Low,Simple,1,1,7,11,5.6949771945637335E-12,1.2681687507375015E-12,936,190,1.089062638696931E-12,5.3306750209902416E-12
1976,0,Healthy,1,CADC0872,5,175,Medium,36,3.1372147222222213E-6,2.2418073877745824E-10,Low,1.4972666388371118E-5,-1.346340637318627,-0.09571373436221214,1,Low,Simple,1,1,4,10,7.187029857835102E-12,1.846090779752596E-12,875,180,1.281032793014047E-12,6.227242743818284E-12
1977,0,Healthy,1,CADC0872,5,185,Medium,38,2.175378294736843E-6,3.8116907653033434E-10,Low,1.9523551842078692E-5,-0.9660562919701512,-0.3501398198195072,1,Low,Simple,1,1,4,12,1.0124947264305291E-11,1.3404853426887287E-12,925,190,2.060373386650456E-12,1.0030765171850904E-11
1978,0,Healthy,1,CADC0872,5,220,Medium,45,3.767907555555557E-7,9.192009306418162E-10,Low,3.0318326646466098E-5,-1.4999831632168557,0.02477644701491416,1,Low,Simple,1,1,4,17,1.8890408934568743E-11,2.209750707327963E-12,1100,225,4.178186048371891E-12,2.0426687347595916E-11
1979,0,Healthy,1,CADC0872,5,230,Medium,47,1.6009652127659567E-6,1.0931816779358456E-9,Low,3.306329804988979E-5,-1.4747806191763255,-0.012667051292083118,1,Low,Simple,1,1,4,15,2.036999318404644E-11,1.7619078364532896E-12,1150,235,4.752963817112372E-12,2.3259184636932884E-11
1980,0,Healthy,1,CADC0872,5,235,Medium,48,3.0413920000000004E-6,6.259566669007022E-10,Low,2.5019126021919756E-5,-0.7619086957003929,-0.5604007117766745,1,Low,Simple,1,1,8,16,9.266217649733754E-12,1.8819213994621724E-12,1175,240,2.663645391066818E-12,1.304076389376463E-11
1981,0,Healthy,1,CADC0872,5,220,Medium,45,3.8071681777777793E-6,9.405849618637924E-10,Low,3.066895762597406E-5,-1.4757024217930357,-0.03261509300851054,1,Low,Simple,1,1,6,14,1.9131949870328363E-11,2.0119191709044528E-12,1100,225,4.275386190289965E-12,2.090188804141761E-11
1982,0,Healthy,1,CADC0872,5,240,Medium,49,-1.4222716938775512E-6,8.354309709418722E-10,Low,2.8903822773845543E-5,-1.4939921289567897,-0.014162685739899932,1,Low,Simple,1,1,8,15,1.4782894797824783E-11,2.1206668812884163E-12,1200,245,3.4809623789244674E-12,1.7049611651874943E-11
1983,0,Healthy,1,CADC0872,5,222,Medium,45,-2.83096488888889E-7,1.9093176203334076E-10,Low,1.3817805977554496E-5,-1.5245632533534954,0.053988731519765784,1,Low,Simple,1,1,11,16,4.276053176331239E-12,1.359680132005548E-12,1122,225,8.600529821321656E-13,4.24292804518535E-12
1984,0,Healthy,1,CADC0872,5,235,Medium,48,2.746224375E-6,4.1866337027133297E-10,Low,2.0461265119032423E-5,-1.3183601146774382,-0.15462905913804442,1,Low,Simple,1,1,5,17,7.359769269089E-12,1.1450506255342175E-12,1175,240,1.7815462564737573E-12,8.722153547319436E-12
1985,0,Healthy,1,CADC0872,5,245,Medium,50,-3.4800887999999995E-6,4.917487656760388E-10,Low,2.2175409030636588E-5,-1.4644593095135132,-0.041150598564050934,1,Low,Simple,1,1,5,16,8.2104632910236E-12,1.0118310131690545E-12,1225,250,2.0071378190858725E-12,9.834975313520775E-12
1986,0,Healthy,0,CADC0872,5,290,Medium,59,-1.1974657288135592E-6,7.292156674190695E-10,Low,2.7003993545752996E-5,-1.5020206734072816,0.06289170928462776,1,Low,Simple,1,1,6,18,8.895738593294929E-12,1.0770721831845663E-12,1450,295,2.5145367842036878E-12,1.2359587583374058E-11
1987,0,Healthy,1,CADC0872,5,360,Long,73,-1.9752176493150684E-6,3.7751137050480804E-10,Low,1.9429651836942627E-5,-1.3750054941202192,-0.17713240896514584,1,Medium,Simple,1,1,19,27,3.3268436773241664E-12,1.3243763441711763E-12,1800,365,1.048642695846689E-12,5.171388637052165E-12
1988,0,Healthy,0,CADC0872,5,240,Medium,49,-1.8820476734693873E-6,1.8094698478250208E-10,Low,1.3451653607735447E-5,-1.1854182510407927,-0.26541946491546364,1,Low,Simple,1,1,11,15,2.7939472178833058E-12,5.418879010962114E-13,1200,245,7.53945769927092E-13,3.6927956078061645E-12
